name,ratings,reviews,companytype,locations,Highly_Rated_For,Critically_Rated_For
Sunknowledge Services,3.4,1.3k,BPO,Kolkata +13 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Iffco Tokio General Insurance Co.,3.8,1.3k,Insurance,Gurugram +281 other locations,Promotions / Appraisal,
DEXIT Global,3.5,1.3k,IT Services & Consulting,Mumbai +151 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Big Bazaar,4.3,1.3k,Retail,New Delhi +159 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Bharat FIH,3.7,1.3k,Electronics Manufacturing,Chennai +39 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
Fusion Finance,3.9,1.4k,NBFC,New Delhi +330 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
Citco,3.1,1.3k,Management Consulting,Pune +13 other locations,"Promotions / Appraisal, Company Culture, Work Life Balance",
Collabera Talent Solutions,3.5,1.3k,Recruitment,Bengaluru +43 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
Unichem Laboratories,3.6,1.3k,Pharma,Ghaziabad +76 other locations,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
JSW Cement,4.0,1.3k,Building Material,Mumbai +144 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Incedo,3.0,1.3k,IT Services & Consulting,Gurugram +13 other locations,"Promotions / Appraisal, Work Satisfaction, Job Security",
Burger King,3.9,1.3k,Hospitality,New Delhi +111 other locations,"Salary & Benefits, Job Security, Skill Development / Learning",
Aptara,3.1,1.3k,Content Development,Noida +15 other locations,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",
GE,4.1,1.3k,Defence & Aerospace,Bengaluru +76 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
INDIUM,4.0,1.3k,IT Services & Consulting,Chennai +13 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Hindware Limited,3.9,1.3k,Building Material,Hyderabad +133 other locations,Work Life Balance,Promotions / Appraisal
FDC,3.7,1.3k,Pharma,Mumbai +126 other locations,"Promotions / Appraisal, Salary & Benefits",
TE Connectivity,4.1,1.3k,Electronics Manufacturing,Bengaluru +22 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
ZF Steering Gear,3.7,1.3k,Auto Components,Hyderabad +34 other locations,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",
The Ramco Cements,4.0,1.3k,Building Material,Chennai +123 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Hatsun Agro Product,3.8,1.3k,Food Processing,Chennai +127 other locations,Skill Development / Learning,"Job Security, Promotions / Appraisal"
CreditAccess Grameen,4.0,1.3k,NBFC,Bengaluru +345 other locations,"Company Culture, Job Security, Work Life Balance",
ManpowerGroup,3.7,1.3k,Recruitment,Bengaluru +149 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",
RBL FinServe,3.9,1.3k,Financial Services,Mumbai +364 other locations,Salary & Benefits,
Grant Thornton,3.4,1.3k,Accounting & Auditing,Bengaluru +60 other locations,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",
VIBGYOR Group of Schools,3.5,1.3k,Education & Training,Bengaluru +37 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Brillio,3.4,1.3k,IT Services & Consulting,Bengaluru +14 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Atul,3.9,1.3k,Chemicals,Valsad +65 other locations,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
GEP Worldwide,3.6,1.3k,IT Services & Consulting,Mumbai +17 other locations,Company Culture,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Cinépolis,3.8,1.3k,Media & Entertainment,New Delhi +59 other locations,"Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
Spicejet,3.4,1.3k,Aviation,New Delhi +60 other locations,"Promotions / Appraisal, Salary & Benefits, Job Security",
Bluestock ™,4.5,1.3k,FinTech,Pune +44 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",
R Systems International,3.5,1.3k,IT Services & Consulting,Noida +23 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Punjab National Bank,3.8,1.3k,Banking,New Delhi +216 other locations,Job Security,
CenturyPly,3.9,1.3k,Furniture & Furnishing,Kolkata +145 other locations,Salary & Benefits,Promotions / Appraisal
Shubham Housing Development Finance,3.9,1.3k,NBFC,New Delhi +158 other locations,"Work Life Balance, Salary & Benefits",
Nippon Paint India,4.0,1.3k,Chemicals,Chennai +163 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Fabindia,3.8,1.3k,Retail,New Delhi +82 other locations,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Decathlon,3.7,1.3k,Retail,Bengaluru +71 other locations,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Life Balance, Salary & Benefits"
Hindustan Construction Company,4.3,1.3k,Engineering & Construction,Mumbai +94 other locations,"Company Culture, Job Security, Skill Development / Learning",
Mondelez International,4.1,1.3k,Food Processing,Mumbai +199 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture",Promotions / Appraisal
OM Logistics,3.9,1.3k,Logistics,New Delhi +123 other locations,"Job Security, Work Life Balance",Promotions / Appraisal
Pantaloons,4.1,1.3k,Retail,Mumbai +155 other locations,"Job Security, Company Culture, Skill Development / Learning",
Baroda Global Shared Services,3.8,1.3k,BPO,Gandhinagar +179 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
More Supermarket,3.6,1.3k,Retail,Bengaluru +164 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Sigma Electric Manufacturing Corporation,4.0,1.3k,Industrial Machinery,Pune +23 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Luminous Power Technologies,4.1,1.3k,Consumer Electronics & Appliances,Gurugram +135 other locations,"Work Life Balance, Job Security, Company Culture",
Panasonic,4.0,1.3k,Consumer Electronics & Appliances,Gurugram +125 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
AGS Transact Technologies,2.8,1.3k,FinTech,Mumbai +122 other locations,"Promotions / Appraisal, Salary & Benefits, Job Security",
Viraj Profiles,4.0,1.3k,Iron & Steel,Mumbai +27 other locations,"Skill Development / Learning, Work Life Balance, Job Security",
Troikaa Pharmaceuticals,4.0,1.3k,Pharma,Ahmedabad +105 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
Jakson Group,4.1,1.3k,Power,Noida +101 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Globant,3.4,1.3k,IT Services & Consulting,Pune +17 other locations,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
Automotive Manufacturers,3.9,1.3k,Automobile,Hyderabad +148 other locations,Promotions / Appraisal,
Ion Exchange India,3.7,1.3k,Waste Management,Mumbai +125 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits"
Vestas,4.1,1.3k,Power,Chennai +50 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
OpenText Technologies,3.4,1.3k,Software Product,Bengaluru +14 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Dell EMC,3.8,1.3k,IT Services & Consulting,Bengaluru +53 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Centre for Development of Advanced Computing,3.7,1.3k,IT Services & Consulting,Pune +41 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Company Culture"
Tenneco,3.6,1.2k,Auto Components,Pune +46 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
Samsung Research,3.0,1.2k,IT Services & Consulting,Bengaluru +19 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
NetAmbit,4.0,1.2k,BPO,Noida +148 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
ICICI Prudential Mutual Fund,3.9,1.2k,Financial Services,Mumbai +169 other locations,"Skill Development / Learning, Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits"
ANZ Banking Group,3.8,1.2k,Banking,Bengaluru +18 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning"
Electronics Corporation of India Limited,4.2,1.2k,Electronics Manufacturing,Hyderabad +57 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
SK Finance Limited,3.8,1.2k,NBFC,Jaipur +270 other locations,Promotions / Appraisal,
Jindal X,3.5,1.2k,BPO,New Delhi +22 other locations,"Job Security, Promotions / Appraisal, Work Satisfaction",
SKF,4.0,1.2k,Auto Components,Pune +69 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Royal Migration Solutions,4.9,1.2k,Other,Dubai +12 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Godrej Consumer Products,4.0,1.2k,FMCG,Mumbai +149 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
T-Systems ICT India,3.8,1.2k,IT Services & Consulting,Pune +16 other locations,Work Life Balance,Promotions / Appraisal
PNC Infratech,3.8,1.2k,Engineering & Construction,Agra +95 other locations,Promotions / Appraisal,
Oil And Natural Gas Corporation,4.4,1.2k,Oil & Gas,Mumbai +84 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Astral Pipe,3.9,1.3k,Building Material,Ahmedabad +142 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Apex Group,2.7,1.2k,Financial Services,Pune +28 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Fresenius Kabi,4.0,1.2k,Pharma,Pune +64 other locations,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
iSON Xperiences,3.2,1.2k,BPO,Chennai +43 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Intertek,3.7,1.2k,"Testing, Inspection and Certification (TIC)",New Delhi +114 other locations,"Promotions / Appraisal, Salary & Benefits",
Aarvee Associates,3.7,1.2k,Engineering & Construction,Hyderabad +175 other locations,"Promotions / Appraisal, Company Culture, Skill Development / Learning",
Spandana Sphoorty Financial,3.7,1.2k,NBFC,Hyderabad +352 other locations,"Company Culture, Work Satisfaction, Job Security",
Synchrony,4.3,1.2k,Financial Services,Hyderabad +9 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Shriram Pistons & Rings,4.1,1.2k,Auto Components,Bhiwadi +62 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Rupeek,4.1,1.2k,FinTech,Bengaluru +56 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Mu Sigma,2.4,1.2k,Analytics & KPO,Bengaluru +16 other locations,"Job Security, Work Life Balance, Company Culture",
H.G. Infra Engineering,4.0,1.2k,Engineering & Construction,Jaipur +99 other locations,"Salary & Benefits, Skill Development / Learning, Company Culture",Job Security
KIMS Hospital,3.8,1.2k,Healthcare,Hyderabad +60 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Zoho,4.2,1.2k,Software Product,Chennai +36 other locations,"Job Security, Company Culture, Work Life Balance",
AIIMS,4.1,1.2k,Education & Training,New Delhi +74 other locations,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",Promotions / Appraisal
Dassault Systemes,3.8,1.2k,Software Product,Pune +12 other locations,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Prodapt,3.5,1.2k,IT Services & Consulting,Chennai +16 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Qualcomm,3.7,1.2k,Semiconductors,Hyderabad +18 other locations,Salary & Benefits,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Wind World,4.0,1.2k,Power,Jaisalmer +82 other locations,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
PHN Technology,4.3,1.2k,EdTech,Pune +32 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
Kalpataru Limited,4.2,1.2k,Real Estate,Mumbai +83 other locations,"Job Security, Work Life Balance, Skill Development / Learning",
Parexel International,3.8,1.2k,Clinical Research,Hyderabad +25 other locations,"Promotions / Appraisal, Salary & Benefits",
Best Sellers,4.1,1.2k,Retail,Mumbai +92 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Rockman Industries,3.8,1.2k,Auto Components,Haridwar +41 other locations,"Job Security, Skill Development / Learning",
EbixCash Limited,3.7,1.2k,Software Product,Noida +85 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Fidelity Investments,4.1,1.2k,Financial Services,Bengaluru +19 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
DENSO,4.2,1.2k,Auto Components,Gurugram +39 other locations,"Job Security, Company Culture, Work Life Balance",
Kirloskar Oil Engines,4.1,1.2k,Industrial Machinery,Pune +105 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Diageo,3.8,1.2k,Beverage,Bengaluru +97 other locations,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
DLF,3.9,1.2k,Real Estate,Gurugram +35 other locations,"Salary & Benefits, Work Life Balance",Promotions / Appraisal
JTEKT,4.1,1.2k,Auto Components,Gurugram +30 other locations,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
Colliers India,3.9,1.2k,Real Estate,Bengaluru +46 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
ExcelR,3.7,1.2k,Education & Training,Bengaluru +25 other locations,"Promotions / Appraisal, Salary & Benefits",
DP World,3.8,1.2k,Logistics,Mumbai +83 other locations,Salary & Benefits,Promotions / Appraisal
Ahluwalia Contracts India,4.0,1.2k,Engineering & Construction,New Delhi +57 other locations,"Job Security, Work Life Balance, Salary & Benefits",
Leadec India,4.1,1.2k,Facility Management Services,Pune +80 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Fidelity National Financial,3.7,1.2k,Financial Services,Bengaluru +15 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
JK Lakshmi Cement,3.7,1.2k,Building Material,New Delhi +140 other locations,"Job Security, Promotions / Appraisal, Skill Development / Learning",
Intel,4.1,1.2k,Semiconductors,Bengaluru +37 other locations,"Work Life Balance, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal"
FOCUS EDUMATICS,2.9,1.2k,EdTech,Coimbatore +35 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Strides Pharma,3.9,1.2k,Pharma,Bengaluru +43 other locations,"Skill Development / Learning, Salary & Benefits","Job Security, Promotions / Appraisal"
Indostar Capital Finance Limited,4.4,1.2k,NBFC,Mumbai +327 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
ACG Worldwide,3.8,1.2k,Pharma,Mumbai +31 other locations,"Promotions / Appraisal, Work Satisfaction",
Baazar Retail Private Limited,4.5,1.2k,Retail,Kolkata +109 other locations,"Company Culture, Work Life Balance, Job Security",
Nielsen,3.2,1.2k,Analytics & KPO,Bengaluru +74 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",
